교재,레벨,구간,Chapter,영어,뜻,,
T-map,Starter Basic,A4-A6,1,finish,끝내다,,
T-map,Starter Basic,A4-A6,1,first,우선,,
T-map,Starter Basic,A4-A6,1,guide,지도하다,,
T-map,Starter Basic,A4-A6,1,happen,"(일, 사건 등이) 일어나다",,
T-map,Starter Basic,A4-A6,1,interesting,흥미로운,,
T-map,Starter Basic,A4-A6,1,introduce,소개하다,,
T-map,Starter Basic,A4-A6,1,item,물품,,
T-map,Starter Basic,A4-A6,1,last,마지막으로,,
T-map,Starter Basic,A4-A6,1,legendary,전설적인,,
T-map,Starter Basic,A4-A6,1,maybe,어쩌면,,
T-map,Starter Basic,A4-A6,1,meal,식사,,
T-map,Starter Basic,A4-A6,1,member,회원,,
T-map,Starter Basic,A4-A6,1,metal,금속,,
T-map,Starter Basic,A4-A6,1,model,모형,,
T-map,Starter Basic,A4-A6,1,perfect,완벽한,,
T-map,Starter Basic,A4-A6,1,pick up,태우러 가다/오다,,
T-map,Starter Basic,A4-A6,1,plastic,플라스틱,,
T-map,Starter Basic,A4-A6,1,plenty of,많은,,
T-map,Starter Basic,A4-A6,1,probably,아마,,
T-map,Starter Basic,A4-A6,1,recycle,재활용하다,,
T-map,Starter Basic,A4-A6,1,recycling bin,재활용품 휴지통,,
T-map,Starter Basic,A4-A6,1,rent,대여하다,,
T-map,Starter Basic,A4-A6,1,right,알맞은,,
T-map,Starter Basic,A4-A6,1,rule,규칙,,
T-map,Starter Basic,A4-A6,1,scissors,가위,,
T-map,Starter Basic,A4-A6,1,second,둘째로,,
T-map,Starter Basic,A4-A6,1,ski,스키를 타다,,
T-map,Starter Basic,A4-A6,1,slip,미끄러지다,,
T-map,Starter Basic,A4-A6,1,stadium,경기장,,
T-map,Starter Basic,A4-A6,1,statue,조각상,,
T-map,Starter Basic,A4-A6,1,strange,이상한,,
T-map,Starter Basic,A4-A6,1,That's because,그것은 ~이기 때문이다,,
T-map,Starter Basic,A4-A6,1,understand,이해하다,,
T-map,Starter Basic,A4-A6,1,well-known,유명한,,
T-map,Starter Basic,A4-A6,2,accident,사고,,
T-map,Starter Basic,A4-A6,2,all kinds of,모든 종류의,,
T-map,Starter Basic,A4-A6,2,answer,대답하다,,
T-map,Starter Basic,A4-A6,2,apologize,사과하다,,
T-map,Starter Basic,A4-A6,2,awesome,아주 멋진,,
T-map,Starter Basic,A4-A6,2,clothes,옷,,
T-map,Starter Basic,A4-A6,2,color,색깔,,
T-map,Starter Basic,A4-A6,2,completely,완전히,,
T-map,Starter Basic,A4-A6,2,department store,백화점,,
T-map,Starter Basic,A4-A6,2,diary ,일기,,
T-map,Starter Basic,A4-A6,2,do the dishes,설거지하다,,
T-map,Starter Basic,A4-A6,2,either,~ 또한 (않다),,
T-map,Starter Basic,A4-A6,2,end,끝,,
T-map,Starter Basic,A4-A6,2,festival,축제,,
T-map,Starter Basic,A4-A6,2,firework,불꽃놀이,,
T-map,Starter Basic,A4-A6,2,gray,회색의,,
T-map,Starter Basic,A4-A6,2,grocery store,식품점,,
T-map,Starter Basic,A4-A6,2,homework,숙제,,
T-map,Starter Basic,A4-A6,2,however,그러나,,
T-map,Starter Basic,A4-A6,2,look,~(해) 보이다,,
T-map,Starter Basic,A4-A6,2,mad,몹시 화가 난,,
T-map,Starter Basic,A4-A6,2,match,경기,,
T-map,Starter Basic,A4-A6,2,on display,진열된,,
T-map,Starter Basic,A4-A6,2,on sale,할인 중인,,
T-map,Starter Basic,A4-A6,2,peel,껍질을 벗기다,,
T-map,Starter Basic,A4-A6,2,point,가리키다,,
T-map,Starter Basic,A4-A6,2,pork,돼지고기,,
T-map,Starter Basic,A4-A6,2,possible,가능한,,
T-map,Starter Basic,A4-A6,2,print,무늬,,
T-map,Starter Basic,A4-A6,2,program,프로그램,,
T-map,Starter Basic,A4-A6,2,really,정말로,,
T-map,Starter Basic,A4-A6,2,sign,서명하다,,
T-map,Starter Basic,A4-A6,2,skirt ,치마,,
T-map,Starter Basic,A4-A6,2,spot ,발견하다,,
T-map,Starter Basic,A4-A6,2,store,상점,,
T-map,Starter Basic,A4-A6,2,style,스타일,,
T-map,Starter Basic,A4-A6,2,taste,취향,,
T-map,Starter Basic,A4-A6,2,turn,차례,,
T-map,Starter Basic,A4-A6,2,various,다양한,,
T-map,Starter Basic,A4-A6,2,yet,아직,,
T-map,Starter Basic,A4-A6,3,a bit of,"좀, 약간",,
T-map,Starter Basic,A4-A6,3,according to,~에 따르면,,
T-map,Starter Basic,A4-A6,3,appointment,약속,,
T-map,Starter Basic,A4-A6,3,ask,물어보다,,
T-map,Starter Basic,A4-A6,3,attack,공격하다,,
T-map,Starter Basic,A4-A6,3,bird,새,,
T-map,Starter Basic,A4-A6,3,break,"(텔레비전, 라디오 중간의) 광고 휴식",,
T-map,Starter Basic,A4-A6,3,cold medicine,감기약,,
T-map,Starter Basic,A4-A6,3,fever,열,,
T-map,Starter Basic,A4-A6,3,fluffy,솜털로 뒤덮인,,
T-map,Starter Basic,A4-A6,3,fox,여우,,
T-map,Starter Basic,A4-A6,3,guest,"(텔레비전, 라디오 등의) 게스트",,
T-map,Starter Basic,A4-A6,3,hurt,아프다,,
T-map,Starter Basic,A4-A6,3,in a hurry,(시간이 많지 않아서) 바쁜,,
T-map,Starter Basic,A4-A6,3,information,정보,,
T-map,Starter Basic,A4-A6,3,interview,인터뷰를 하다,,
T-map,Starter Basic,A4-A6,3,lover,애호가,,
T-map,Starter Basic,A4-A6,3,nest,둥지,,
T-map,Starter Basic,A4-A6,3,North Pole,북극,,
T-map,Starter Basic,A4-A6,3,passport,여권,,
T-map,Starter Basic,A4-A6,3,penguin,펭귄,,
T-map,Starter Basic,A4-A6,3,push,밀다,,
T-map,Starter Basic,A4-A6,3,question,질문,,
T-map,Starter Basic,A4-A6,3,radio,라디오,,
T-map,Starter Basic,A4-A6,3,research,조사,,
T-map,Starter Basic,A4-A6,3,scientist,과학자,,
T-map,Starter Basic,A4-A6,3,seatbelt,안전벨트,,
T-map,Starter Basic,A4-A6,3,several,몇몇의,,
T-map,Starter Basic,A4-A6,3,shortcut,지름길,,
T-map,Starter Basic,A4-A6,3,silky,비단 같은,,
T-map,Starter Basic,A4-A6,3,sore throat,인후염,,
T-map,Starter Basic,A4-A6,3,south,남쪽,,
T-map,Starter Basic,A4-A6,3,spoonful,한 스푼,,
T-map,Starter Basic,A4-A6,3,take,복용하다,,
T-map,Starter Basic,A4-A6,3,toothache,치통,,
T-map,Starter Basic,A4-A6,3,traffic,교통(량),,
T-map,Starter Basic,A4-A6,3,true  ,사실인,,
T-map,Starter Basic,A4-A6,3,turn,(몸을) 돌리다,,
T-map,Starter Basic,A4-A6,3,wing,날개,,
T-map,Starter Basic,A4-A6,3,zookeeper,동물원 사육사,,
T-map,Starter Basic,A4-A6,4,area,지역,,
T-map,Starter Basic,A4-A6,4,bakery,제과점,,
T-map,Starter Basic,A4-A6,4,be made of,~으로 구성되다,,
T-map,Starter Basic,A4-A6,4,block,"블록, 구역",,
T-map,Starter Basic,A4-A6,4,bookstore,서점,,
T-map,Starter Basic,A4-A6,4,brick,벽돌,,
T-map,Starter Basic,A4-A6,4,build,"짓다, 건축하다",,
T-map,Starter Basic,A4-A6,4,building,건축,,
T-map,Starter Basic,A4-A6,4,church,교회,,
T-map,Starter Basic,A4-A6,4,climate,기후,,
T-map,Starter Basic,A4-A6,4,cold,추운,,
T-map,Starter Basic,A4-A6,4,dentist,치과,,
T-map,Starter Basic,A4-A6,4,dry,건조한,,
T-map,Starter Basic,A4-A6,4,floor,층,,
T-map,Starter Basic,A4-A6,4,gas station,주유소,,
T-map,Starter Basic,A4-A6,4,heat,더위,,
T-map,Starter Basic,A4-A6,4,hospital,병원,,
T-map,Starter Basic,A4-A6,4,liberty,자유,,
T-map,Starter Basic,A4-A6,4,library,도서관,,
T-map,Starter Basic,A4-A6,4,look like,~처럼 보이다,,
T-map,Starter Basic,A4-A6,4,material,재료,,
T-map,Starter Basic,A4-A6,4,mud,진흙,,
T-map,Starter Basic,A4-A6,4,off,~에서 떨어져서,,
T-map,Starter Basic,A4-A6,4,on the other hand,다른 한편으로는,,
T-map,Starter Basic,A4-A6,4,over,"~이 넘는, ~ 이상의",,
T-map,Starter Basic,A4-A6,4,people,사람들,,
T-map,Starter Basic,A4-A6,4,pharmacy,약국,,
T-map,Starter Basic,A4-A6,4,place,장소,,
T-map,Starter Basic,A4-A6,4,post office,우체국,,
T-map,Starter Basic,A4-A6,4,protect,보호하다,,
T-map,Starter Basic,A4-A6,4,public,공공의,,
T-map,Starter Basic,A4-A6,4,straw,짚,,
T-map,Starter Basic,A4-A6,4,supermarket,슈퍼마켓,,
T-map,Starter Basic,A4-A6,4,theater,극장,,
T-map,Starter Basic,A4-A6,4,traditional,전통적인,,
T-map,Starter Basic,A4-A6,4,type,"형태, 유형",,
T-map,Starter Basic,A4-A6,4,various,다양한,,
T-map,Starter Basic,A4-A6,4,warm,따뜻하게 하다,,
T-map,Starter Basic,A4-A6,4,wooden,나무로 된,,
T-map,Starter Basic,A4-A6,4,wooden,"나무, 목재",,
T-map,Starter Basic,A4-A6,5,anytime,언제든지,,
T-map,Starter Basic,A4-A6,5,before,~하기 전에,,
T-map,Starter Basic,A4-A6,5,believe,믿다,,
T-map,Starter Basic,A4-A6,5,besides,게다가,,
T-map,Starter Basic,A4-A6,5,bicycle,자전거,,
T-map,Starter Basic,A4-A6,5,board game,보드게임,,
T-map,Starter Basic,A4-A6,5,buy,사다,,
T-map,Starter Basic,A4-A6,5,cheap,(값이) 싼,,
T-map,Starter Basic,A4-A6,5,comic book,만화책,,
T-map,Starter Basic,A4-A6,5,cool,멋진,,
T-map,Starter Basic,A4-A6,5,dictionary,사전,,
T-map,Starter Basic,A4-A6,5,drink,음료수,,
T-map,Starter Basic,A4-A6,5,exercise,운동,,
T-map,Starter Basic,A4-A6,5,finish,마치다,,
T-map,Starter Basic,A4-A6,5,flea market,벼룩시장,,
T-map,Starter Basic,A4-A6,5,for sale,팔려고 내놓은,,
T-map,Starter Basic,A4-A6,5,free,무료의,,
T-map,Starter Basic,A4-A6,5,fun,"즐거움, 즐거운",,
T-map,Starter Basic,A4-A6,5,head,(특정 방향으로) 가다,,
T-map,Starter Basic,A4-A6,5,help someone with,누가 ~하는 것을 돕다,,
T-map,Starter Basic,A4-A6,5,jeans,청바지,,
T-map,Starter Basic,A4-A6,5,just,단지,,
T-map,Starter Basic,A4-A6,5,kind,종류,,
T-map,Starter Basic,A4-A6,5,make it,"(모임 등에) 오다, 참석하다",,
T-map,Starter Basic,A4-A6,5,mat,돗자리,,
T-map,Starter Basic,A4-A6,5,most,대부분의,,
T-map,Starter Basic,A4-A6,5,nearly,거의,,
T-map,Starter Basic,A4-A6,5,on one's way home,~가 집으로 가는 길에,,
T-map,Starter Basic,A4-A6,5,pay,지불하다,,
T-map,Starter Basic,A4-A6,5,recommend,추천하다,,
T-map,Starter Basic,A4-A6,5,sandwich,샌드위치,,
T-map,Starter Basic,A4-A6,5,schedule,일정,,
T-map,Starter Basic,A4-A6,5,sell,팔다,,
T-map,Starter Basic,A4-A6,5,set for,~에 대한 준비가 된,,
T-map,Starter Basic,A4-A6,5,snack,간식,,
T-map,Starter Basic,A4-A6,5,stand,판매대,,
T-map,Starter Basic,A4-A6,5,stop by,~에 잠시 들르다,,
T-map,Starter Basic,A4-A6,5,view,경치,,
T-map,Starter Basic,A4-A6,5,wallet,지갑,,
T-map,Starter Basic,A4-A6,5,worried,걱정하는,,
T-map,Starter Basic,A4-A6,6,a few,몇 개,,
T-map,Starter Basic,A4-A6,6,be filled with,~으로 가득 차다,,
T-map,Starter Basic,A4-A6,6,because,~ 때문에,,
T-map,Starter Basic,A4-A6,6,beginner,초보자,,
T-map,Starter Basic,A4-A6,6,blog,블로그,,
T-map,Starter Basic,A4-A6,6,countryside,시골 지역,,
T-map,Starter Basic,A4-A6,6,curious,궁금한,,
T-map,Starter Basic,A4-A6,6,dizzy,어지러운,,
T-map,Starter Basic,A4-A6,6,enjoy,즐기다,,
T-map,Starter Basic,A4-A6,6,exhibit,전시회,,
T-map,Starter Basic,A4-A6,6,fan,팬,,
T-map,Starter Basic,A4-A6,6,finally,마침내,,
T-map,Starter Basic,A4-A6,6,future,미래의,,
T-map,Starter Basic,A4-A6,6,hobby,취미,,
T-map,Starter Basic,A4-A6,6,improve,나아지다,,
T-map,Starter Basic,A4-A6,6,interview,면접,,
T-map,Starter Basic,A4-A6,6,job,직업,,
T-map,Starter Basic,A4-A6,6,keep one's fingers crossed,행운을 빌다,,
T-map,Starter Basic,A4-A6,6,letter,편지,,
T-map,Starter Basic,A4-A6,6,life,"삶, 인생",,
T-map,Starter Basic,A4-A6,6,nap,낮잠,,
T-map,Starter Basic,A4-A6,6,nervous,불안해하는,,
T-map,Starter Basic,A4-A6,6,nurse's office,보건실,,
T-map,Starter Basic,A4-A6,6,often,자주,,
T-map,Starter Basic,A4-A6,6,painting,"그림, 그림 그리기",,
T-map,Starter Basic,A4-A6,6,peaceful,평화로운,,
T-map,Starter Basic,A4-A6,6,personal,개인적인,,
T-map,Starter Basic,A4-A6,6,post,"게시하다, 올리다",,
T-map,Starter Basic,A4-A6,6,pray,기도하다,,
T-map,Starter Basic,A4-A6,6,quiet,조용한,,
T-map,Starter Basic,A4-A6,6,salty,"짠, 짭짤한",,
T-map,Starter Basic,A4-A6,6,share,함께 나누다,,
T-map,Starter Basic,A4-A6,6,sold out,다 팔린,,
T-map,Starter Basic,A4-A6,6,stomach,배,,
T-map,Starter Basic,A4-A6,6,story,이야기,,
T-map,Starter Basic,A4-A6,6,temple,"절, 사원",,
T-map,Starter Basic,A4-A6,6,thousands of,"수천의, 무수한",,
T-map,Starter Basic,A4-A6,6,travel,여행하다,,
T-map,Starter Basic,A4-A6,6,visit,방문하다,,
T-map,Starter Basic,A4-A6,6,writer,작가,,
T-map,Starter Basic,A4-A6,7,answer,대답하다,,
T-map,Starter Basic,A4-A6,7,argue,다투다,,
T-map,Starter Basic,A4-A6,7,arrive,도착하다,,
T-map,Starter Basic,A4-A6,7,blueberry,블루베리,,
T-map,Starter Basic,A4-A6,7,bottle,병,,
T-map,Starter Basic,A4-A6,7,castle,성,,
T-map,Starter Basic,A4-A6,7,channel,채널,,
T-map,Starter Basic,A4-A6,7,dessert,디저트,,
T-map,Starter Basic,A4-A6,7,doctor,의사,,
T-map,Starter Basic,A4-A6,7,earphone,이어폰,,
T-map,Starter Basic,A4-A6,7,fantastic,굉장한,,
T-map,Starter Basic,A4-A6,7,fault,잘못,,
T-map,Starter Basic,A4-A6,7,forest,숲,,
T-map,Starter Basic,A4-A6,7,forgive,용서하다,,
T-map,Starter Basic,A4-A6,7,have a cold,감기에 걸리다,,
T-map,Starter Basic,A4-A6,7,importance,중요성,,
T-map,Starter Basic,A4-A6,7,in fact,사실은,,
T-map,Starter Basic,A4-A6,7,king,왕,,
T-map,Starter Basic,A4-A6,7,leave,두고 오다,,
T-map,Starter Basic,A4-A6,7,lioness,암사자,,
T-map,Starter Basic,A4-A6,7,mind,꺼리다,,
T-map,Starter Basic,A4-A6,7,planet,행성,,
T-map,Starter Basic,A4-A6,7,powerful,영향력 있는,,
T-map,Starter Basic,A4-A6,7,praise,칭찬,,
T-map,Starter Basic,A4-A6,7,puzzle,퍼즐,,
T-map,Starter Basic,A4-A6,7,quite,꽤,,
T-map,Starter Basic,A4-A6,7,realize,깨닫다,,
T-map,Starter Basic,A4-A6,7,ruler,자,,
T-map,Starter Basic,A4-A6,7,salmon,연어,,
T-map,Starter Basic,A4-A6,7,set off,출발하다,,
T-map,Starter Basic,A4-A6,7,silent,침묵을 지키는,,
T-map,Starter Basic,A4-A6,7,smell,냄새,,
T-map,Starter Basic,A4-A6,7,smile,미소 짓다,,
T-map,Starter Basic,A4-A6,7,space,우주,,
T-map,Starter Basic,A4-A6,7,strawberry,딸기,,
T-map,Starter Basic,A4-A6,7,taste,"맛보다, 맛",,
T-map,Starter Basic,A4-A6,7,tongue,혀,,
T-map,Starter Basic,A4-A6,7,truth,사실,,
T-map,Starter Basic,A4-A6,7,upset,속상한,,
T-map,Starter Basic,A4-A6,7,without,~ 없이,,
T-map,Starter Basic,A4-A6,8,band,밴드,,
T-map,Starter Basic,A4-A6,8,bomb,폭격하다,,
T-map,Starter Basic,A4-A6,8,calm,고요한,,
T-map,Starter Basic,A4-A6,8,campaign,캠페인,,
T-map,Starter Basic,A4-A6,8,cave,동굴,,
T-map,Starter Basic,A4-A6,8,clearly,또렷하게,,
T-map,Starter Basic,A4-A6,8,danger,위험,,
T-map,Starter Basic,A4-A6,8,dark,어두운,,
T-map,Starter Basic,A4-A6,8,describe,"말하다, 묘사하다",,
T-map,Starter Basic,A4-A6,8,destroy,파괴하다,,
T-map,Starter Basic,A4-A6,8,emotion,감정,,
T-map,Starter Basic,A4-A6,8,essay,에세이,,
T-map,Starter Basic,A4-A6,8,express,표현하다,,
T-map,Starter Basic,A4-A6,8,famous,유명한,,
T-map,Starter Basic,A4-A6,8,for example,예를 들어,,
T-map,Starter Basic,A4-A6,8,grow,키우다,,
T-map,Starter Basic,A4-A6,8,holiday,휴일,,
T-map,Starter Basic,A4-A6,8,join,참여하다,,
T-map,Starter Basic,A4-A6,8,message,메시지,,
T-map,Starter Basic,A4-A6,8,mood,분위기,,
T-map,Starter Basic,A4-A6,8,nature,자연,,
T-map,Starter Basic,A4-A6,8,neither,~도 마찬가지이다,,
T-map,Starter Basic,A4-A6,8,north,북쪽,,
T-map,Starter Basic,A4-A6,8,pain,고통,,
T-map,Starter Basic,A4-A6,8,painting,그림,,
T-map,Starter Basic,A4-A6,8,quiet,조용한,,
T-map,Starter Basic,A4-A6,8,raid,습격하다,,
T-map,Starter Basic,A4-A6,8,satisfied,만족하는,,
T-map,Starter Basic,A4-A6,8,scared,"무서워하는, 겁먹은",,
T-map,Starter Basic,A4-A6,8,scene,장면,,
T-map,Starter Basic,A4-A6,8,science,과학,,
T-map,Starter Basic,A4-A6,8,serious,심각한,,
T-map,Starter Basic,A4-A6,8,service,서비스,,
T-map,Starter Basic,A4-A6,8,stare,응시하다,,
T-map,Starter Basic,A4-A6,8,symbol,상징,,
T-map,Starter Basic,A4-A6,8,through,~을 통해,,
T-map,Starter Basic,A4-A6,8,town,마을,,
T-map,Starter Basic,A4-A6,8,vegetable,채소,,
T-map,Starter Basic,A4-A6,8,war,전쟁,,
T-map,Starter Basic,A4-A6,8,wonderful,아주 멋진,,
T-map,Starter Basic,A4-A6,9,act,연기하다,,
T-map,Starter Basic,A4-A6,9,act,행동을 취하다,,
T-map,Starter Basic,A4-A6,9,aisle seat,통로 쪽 좌석,,
T-map,Starter Basic,A4-A6,9,avoid,피하다,,
T-map,Starter Basic,A4-A6,9,change,변화,,
T-map,Starter Basic,A4-A6,9,character,등장인물,,
T-map,Starter Basic,A4-A6,9,come up with,~을 생각해내다,,
T-map,Starter Basic,A4-A6,9,diet,식습관,,
T-map,Starter Basic,A4-A6,9,documentary,다큐멘터리,,
T-map,Starter Basic,A4-A6,9,environment,환경,,
T-map,Starter Basic,A4-A6,9,gas,가스,,
T-map,Starter Basic,A4-A6,9,greenhouse gas,온실 가스,,
T-map,Starter Basic,A4-A6,9,harm,해치다,,
T-map,Starter Basic,A4-A6,9,heat,뜨겁게 만들다,,
T-map,Starter Basic,A4-A6,9,in addition,게다가,,
T-map,Starter Basic,A4-A6,9,instead,대신에,,
T-map,Starter Basic,A4-A6,9,introduce,소개하다,,
T-map,Starter Basic,A4-A6,9,lastly,마지막으로,,
T-map,Starter Basic,A4-A6,9,lose,잃다,,
T-map,Starter Basic,A4-A6,9,meat,고기,,
T-map,Starter Basic,A4-A6,9,pitcher,투수,,
T-map,Starter Basic,A4-A6,9,planet,세상,,
T-map,Starter Basic,A4-A6,9,produce,생산하다,,
T-map,Starter Basic,A4-A6,9,quickly,빠르게,,
T-map,Starter Basic,A4-A6,9,raise,키우다,,
T-map,Starter Basic,A4-A6,9,record,녹음하다,,
T-map,Starter Basic,A4-A6,9,remove,없애다,,
T-map,Starter Basic,A4-A6,9,result,결과,,
T-map,Starter Basic,A4-A6,9,role,역할,,
T-map,Starter Basic,A4-A6,9,save,구하다,,
T-map,Starter Basic,A4-A6,9,script,대본,,
T-map,Starter Basic,A4-A6,9,season,"철, 시즌",,
T-map,Starter Basic,A4-A6,9,space,우주,,
T-map,Starter Basic,A4-A6,9,terrible,끔찍한,,
T-map,Starter Basic,A4-A6,9,then,그렇다면,,
T-map,Starter Basic,A4-A6,9,travel,여행,,
T-map,Starter Basic,A4-A6,9,usually,주로,,
T-map,Starter Basic,A4-A6,9,vegetarian,채식주의자,,
T-map,Starter Basic,A4-A6,9,voice,목소리,,
T-map,Starter Basic,A4-A6,9,window seat,창가 쪽 좌석,,
T-map,Starter Basic,A4-A6,10,add,추가하다,,
T-map,Starter Basic,A4-A6,10,badminton,배드민턴,,
T-map,Starter Basic,A4-A6,10,bowl,그릇,,
T-map,Starter Basic,A4-A6,10,careful,조심하는,,
T-map,Starter Basic,A4-A6,10,catch,타다,,
T-map,Starter Basic,A4-A6,10,center,"중앙, 한가운데",,
T-map,Starter Basic,A4-A6,10,choose,선택하다,,
T-map,Starter Basic,A4-A6,10,completely,완전히,,
T-map,Starter Basic,A4-A6,10,discuss,상의하다,,
T-map,Starter Basic,A4-A6,10,dish,요리,,
T-map,Starter Basic,A4-A6,10,edible,먹을 수 있는,,
T-map,Starter Basic,A4-A6,10,empty,비어 있는,,
T-map,Starter Basic,A4-A6,10,example,예시,,
T-map,Starter Basic,A4-A6,10,excellent,훌륭한,,
T-map,Starter Basic,A4-A6,10,firm,딱딱한,,
T-map,Starter Basic,A4-A6,10,flavor,"풍미, 맛",,
T-map,Starter Basic,A4-A6,10,forget,잊다,,
T-map,Starter Basic,A4-A6,10,hole,구멍,,
T-map,Starter Basic,A4-A6,10,important,중요한,,
T-map,Starter Basic,A4-A6,10,inside,"안, 속",,
T-map,Starter Basic,A4-A6,10,instead,대신에,,
T-map,Starter Basic,A4-A6,10,make a phone call,전화를 걸다,,
T-map,Starter Basic,A4-A6,10,on the side,곁들여 나오는,,
T-map,Starter Basic,A4-A6,10,outside,"겉, 바깥쪽",,
T-map,Starter Basic,A4-A6,10,possible,가능한,,
T-map,Starter Basic,A4-A6,10,project,과제,,
T-map,Starter Basic,A4-A6,10,seafood,해산물,,
T-map,Starter Basic,A4-A6,10,serve,제공하다,,
T-map,Starter Basic,A4-A6,10,simple,간단한,,
T-map,Starter Basic,A4-A6,10,simply,"그냥, 단지",,
T-map,Starter Basic,A4-A6,10,sometimes,때때로,,
T-map,Starter Basic,A4-A6,10,staff,직원,,
T-map,Starter Basic,A4-A6,10,surprisingly,놀랄 만큼,,
T-map,Starter Basic,A4-A6,10,table tennis,탁구,,
T-map,Starter Basic,A4-A6,10,take out,제거하다,,
T-map,Starter Basic,A4-A6,10,tasty,맛있는,,
T-map,Starter Basic,A4-A6,10,throw a party,파티를 열다,,
T-map,Starter Basic,A4-A6,10,tip,정보,,
T-map,Starter Basic,A4-A6,10,topic,주제,,
T-map,Starter Basic,A4-A6,10,try,해보다,,
T-map,Starter Basic,B1-B3,1,afternoon,오후,,
T-map,Starter Basic,B1-B3,1,almost,거의,,
T-map,Starter Basic,B1-B3,1,arrive,도착하다,,
T-map,Starter Basic,B1-B3,1,be afraid of ,~을 두려워하다,,
T-map,Starter Basic,B1-B3,1,be filled with,~으로 가득 차다,,
T-map,Starter Basic,B1-B3,1,beautiful,아름다운,,
T-map,Starter Basic,B1-B3,1,bright,밝은,,
T-map,Starter Basic,B1-B3,1,campground,캠프장,,
T-map,Starter Basic,B1-B3,1,carry,가져가다,,
T-map,Starter Basic,B1-B3,1,clear,투명한,,
T-map,Starter Basic,B1-B3,1,count,세다,,
T-map,Starter Basic,B1-B3,1,cover,덮다,,
T-map,Starter Basic,B1-B3,1,creek,개울,,
T-map,Starter Basic,B1-B3,1,drive,운전하다,,
T-map,Starter Basic,B1-B3,1,finally,마침내,,
T-map,Starter Basic,B1-B3,1,giant,엄청나게 큰,,
T-map,Starter Basic,B1-B3,1,go camping,캠핑을 가다,,
T-map,Starter Basic,B1-B3,1,go jogging,조깅하다,,
T-map,Starter Basic,B1-B3,1,inside,~의 안에,,
T-map,Starter Basic,B1-B3,1,last,지난 ,,
T-map,Starter Basic,B1-B3,1,later,나중에,,
T-map,Starter Basic,B1-B3,1,look like,~처럼 보이다,,
T-map,Starter Basic,B1-B3,1,memory,기억,,
T-map,Starter Basic,B1-B3,1,nature,자연,,
T-map,Starter Basic,B1-B3,1,plastic,플라스틱,,
